,Id,O_score,C_score,E_score,A_score,N_score,Numerical Aptitude,Spatial Aptitude,Perceptual Aptitude,Abstract Reasoning,Verbal Reasoning,Career
799,1684622,6.35,8.12,5.99,8.3,5.52,8.54,3.8,6.85,6.53,6.56,Market Research Analyst
800,7510129,9.45,8.52,3.97,6.62,4.62,8.39,3.27,7.44,3.01,7.12,Forensic Scientist
801,15952420,9.21,7.79,8.97,7.42,5.27,9.45,8.41,7.03,9.34,5.97,Event Photographer
802,6958699,8.32,8.63,3.12,4.63,3.75,8.2,3.99,7.16,3.62,7.36,Advertising Executive
803,15298203,6.89,9.02,9.24,5.21,6.14,9.25,9.23,9.34,4.34,7.37,Diplomat
804,2611271,5.44,8.19,4.83,9.34,2.89,9.45,7.01,4.55,3.01,6.45,Chiropractor
805,10357702,8.44,5.46,9.34,3.23,4.54,4.9,5.72,5.83,3.76,7.06,Geologist
806,9849968,5.62,8.19,6.43,5.31,6.44,9.45,2.77,6.82,3.11,6.82,Event Planner
807,15218808,7.2,3.56,5.95,8.15,4.15,5.0,2.66,3.69,6.74,7.18,Software Quality Assurance Tester
808,16685408,7.54,7.96,6.52,5.19,5.7,7.89,7.2,5.82,6.21,6.3,Event Planner
809,3516788,8.85,7.2,4.95,5.25,4.18,9.13,7.53,4.39,4.48,8.36,Financial Advisor
810,258124,4.9,4.37,5.93,5.05,5.38,9.45,3.88,9.34,3.13,8.94,Administrative Officer
811,14697265,6.1,9.45,4.66,6.25,2.89,5.76,8.29,7.01,6.67,7.43,IT Project Manager
812,13544426,8.77,6.96,9.17,8.19,3.71,7.54,6.47,4.31,3.01,4.37,Financial Analyst
813,14893640,7.47,7.71,5.87,5.68,2.89,6.12,5.53,6.7,5.68,6.94,Marine Biologist
814,10853040,2.81,7.05,5.66,5.3,2.89,6.55,2.55,7.76,3.01,4.02,Sports Coach
815,7028293,7.17,7.36,9.21,5.65,5.67,9.45,2.43,3.82,4.7,6.87,Pediatrician
816,564650,3.79,6.38,4.69,7.97,5.39,5.79,4.89,6.61,4.16,8.69,Pediatrician
817,11139297,6.96,7.95,5.51,3.23,5.84,5.86,2.34,3.95,3.77,5.59,Software Quality Assurance Tester
818,2013447,8.62,3.81,5.81,7.51,4.18,8.94,6.56,5.95,3.17,9.09,Foreign Service Officer
819,10590148,7.99,8.1,4.22,6.49,5.32,5.37,3.3,5.01,8.59,6.18,Lawyer
820,9420263,6.43,4.78,6.51,6.29,4.45,5.54,2.63,6.86,7.39,6.28,Public Relations Specialist
821,13320314,5.47,7.57,6.23,5.39,4.32,8.89,4.15,8.1,4.12,6.86,Environmental Engineer
822,5540135,7.82,7.34,5.57,7.04,4.22,9.45,3.19,9.04,3.85,5.79,Data Analyst
823,12903199,5.0,6.96,7.19,8.35,5.95,5.38,3.79,6.88,6.6,4.88,Radiologic Technologist
824,7515594,8.32,7.27,9.3,7.44,5.34,4.54,6.89,6.84,3.91,6.79,Forensic Psychologist
825,10155213,7.07,7.78,7.09,5.72,5.76,5.68,2.82,8.73,3.99,7.8,Film Director
826,12412363,7.63,5.85,9.27,5.43,5.04,9.45,9.23,6.13,5.26,8.45,Web Developer
827,6409251,7.59,3.67,5.34,8.26,5.73,4.04,2.34,7.22,3.01,6.23,Database Administrator
828,13516112,8.79,7.33,6.55,5.05,5.01,8.15,4.09,4.53,3.01,6.4,Speech Pathologist
829,16209211,5.53,7.93,5.8,8.3,6.18,7.9,6.7,7.36,3.5,8.99,Zoologist
830,326591,6.6,7.58,6.56,9.34,3.96,8.06,4.1,8.55,3.01,7.51,Financial Planner
831,1717170,6.87,7.06,9.02,4.52,4.02,5.79,7.89,7.47,8.18,3.71,Teacher
832,3697712,2.67,7.42,5.35,8.71,6.01,4.19,7.2,3.07,3.92,9.34,Robotics Engineer
833,15451351,8.92,7.34,9.34,9.34,4.42,4.33,2.58,5.77,6.68,6.33,Investment Banker
834,13785070,8.45,8.68,5.74,5.12,4.25,4.92,3.36,7.98,3.21,6.47,Forestry Technician
835,5906253,7.62,7.39,5.41,6.06,5.55,5.72,3.83,4.63,6.56,6.73,Civil Engineer
836,8686810,8.66,6.66,6.61,6.51,6.1,8.82,3.64,7.14,4.79,8.34,Real Estate Agent
837,11066238,8.41,8.38,6.13,4.02,5.34,5.62,5.14,7.89,8.5,3.45,Database Administrator
838,10645871,8.13,7.47,4.36,5.22,5.8,9.38,2.68,6.81,3.73,6.92,Marketing Manager
839,11401057,7.1,8.2,4.69,6.67,5.58,4.4,9.23,9.34,3.58,7.05,Interior Designer
840,2493078,2.67,7.44,4.03,9.34,4.67,6.21,9.23,7.73,6.75,7.43,Elementary School Teacher
841,11492113,8.37,6.96,5.87,5.38,5.4,4.56,2.75,7.45,5.84,6.52,Pediatrician
842,11978952,6.24,6.67,4.66,4.5,3.64,5.75,9.23,7.43,7.1,9.34,Salesperson
843,15017269,8.9,6.68,4.48,8.58,5.86,7.55,7.25,9.34,8.98,7.33,Geologist
844,9716284,6.5,3.56,5.32,6.27,5.24,7.91,4.21,4.47,3.01,5.21,Customs and Border Protection Officer
845,4208729,6.01,3.56,4.06,5.49,6.27,9.05,5.81,5.02,3.57,6.99,IT Support Specialist
846,13814911,7.29,7.65,4.43,6.12,6.04,8.25,3.0,9.34,3.95,5.81,Electrical Engineer
847,16591299,6.65,7.38,5.46,5.53,5.56,5.07,3.9,6.38,8.97,7.56,Nurse
848,1050551,5.88,7.26,5.77,7.4,4.71,3.82,7.66,6.86,5.29,7.96,Public Health Analyst
849,3616412,7.05,8.72,6.69,4.66,3.85,9.45,5.85,5.11,8.36,8.94,Musician
850,12581684,8.32,8.6,5.01,5.53,5.92,9.45,3.1,5.25,5.8,5.81,Architect
851,5780285,3.58,8.5,5.21,4.23,6.59,8.21,3.45,8.26,3.15,7.3,Mechanical Engineer
852,16358729,7.29,5.32,4.34,7.05,4.43,9.17,2.77,9.34,3.33,6.28,Radiologic Technologist
853,8867482,5.15,7.6,4.63,5.9,4.61,3.91,2.46,4.97,3.01,6.69,Marketing Coordinator
854,12620868,6.58,7.05,3.64,8.51,4.86,8.13,4.55,8.42,8.43,7.4,Video Game Tester
855,14065162,5.69,7.36,8.77,6.39,5.92,5.38,4.81,7.6,3.76,6.19,Financial Planner
856,5165972,6.0,7.87,4.47,7.39,5.01,5.91,2.34,4.37,4.89,4.57,Electrical Engineer
857,14654174,6.56,7.64,5.57,6.94,3.38,9.45,2.94,4.29,3.01,5.28,Pharmacist
858,14889172,6.29,8.69,5.46,7.62,6.64,8.11,3.17,5.99,3.01,6.99,Foreign Service Officer
859,14410387,6.04,7.23,6.04,6.14,5.73,9.45,6.71,9.34,3.23,6.98,Event Photographer
860,10358443,5.19,8.25,3.29,7.37,5.73,8.64,3.89,4.66,3.31,5.44,Biotechnologist
861,12797515,2.67,6.95,5.9,3.95,6.27,9.41,3.57,6.91,7.63,8.58,Database Analyst
862,4504953,7.97,5.01,7.91,3.87,2.89,5.54,3.64,9.34,7.58,5.84,Technical Writer
863,8123407,7.81,7.59,4.95,7.34,5.7,5.52,3.71,7.01,3.28,7.74,Data Analyst
864,12393818,5.99,8.87,4.97,4.94,5.15,9.45,2.39,6.9,3.16,5.15,Insurance Underwriter
865,5323656,3.16,8.2,5.41,8.16,3.76,5.56,3.57,4.54,4.08,8.58,HR Recruiter
866,13446552,9.04,7.76,4.43,7.84,3.91,9.15,2.94,6.45,4.1,6.11,Human Rights Lawyer
867,3146461,6.71,8.41,7.6,6.32,4.57,5.1,4.28,3.33,6.87,6.21,Event Photographer
868,2063914,6.57,7.5,3.06,7.24,6.13,3.26,3.0,3.58,7.05,4.11,Fashion Designer
869,263763,5.69,6.75,5.04,7.63,3.79,8.01,9.23,4.3,5.7,8.09,IT Project Manager
870,10518784,3.59,7.22,7.25,5.96,5.1,9.45,2.63,3.01,5.92,9.21,Mechanical Designer
871,2245782,8.44,7.88,9.06,5.08,5.86,4.14,3.44,6.61,8.18,8.84,Astronomer
872,431373,7.15,6.82,3.64,7.1,3.68,9.45,2.34,7.4,3.17,6.57,Tax Collector
873,5304261,6.32,8.02,5.77,5.94,4.86,5.25,3.18,5.16,6.7,5.6,Social Media Manager
874,15512970,2.67,7.94,4.12,5.41,5.53,3.82,2.82,4.06,3.74,6.83,Police Officer
875,14139042,6.7,8.12,5.65,5.33,5.12,4.12,7.25,9.34,3.49,6.75,Financial Auditor
876,10060272,3.33,7.87,8.22,7.56,4.0,3.34,9.23,4.89,3.01,5.58,Aerospace Engineer
877,13205976,6.01,6.64,4.26,6.99,5.76,9.45,3.46,7.45,3.01,4.39,Environmental Scientist
878,6744020,5.25,9.45,7.98,4.55,5.1,9.45,2.57,4.9,3.94,7.08,Marriage Counselor
879,6123168,6.22,8.1,2.98,5.84,4.82,9.1,5.82,3.83,6.72,4.26,Pediatric Nurse
880,448725,5.47,8.26,4.27,7.39,6.62,4.83,5.19,3.28,6.9,7.75,Elementary School Teacher
881,4158790,5.57,7.08,7.33,7.01,5.38,3.04,4.51,4.48,9.34,6.28,Financial Auditor
882,11439956,7.55,6.8,6.04,6.82,4.84,5.13,3.2,7.84,3.01,8.21,Advertising Executive
883,8070085,7.55,6.85,9.34,8.4,6.08,8.02,4.21,4.2,9.34,8.24,Web Developer
884,10375005,9.32,7.11,5.4,5.84,4.7,8.65,3.95,4.08,5.94,7.08,Financial Analyst
885,14203403,5.99,7.65,4.22,7.05,4.75,9.19,3.39,3.42,3.01,9.34,Tax Accountant
886,11410237,7.59,6.47,6.54,5.56,4.04,4.54,3.32,6.49,3.35,8.57,Insurance Underwriter
887,5614965,7.55,8.2,4.73,5.96,3.7,9.45,7.88,4.73,4.58,7.05,Financial Auditor
888,11803282,7.88,8.59,5.78,6.01,4.11,5.29,3.98,3.51,5.72,8.72,Insurance Underwriter
889,4596728,2.67,7.84,8.56,3.23,4.52,5.38,4.82,7.2,4.66,5.22,Pediatrician
890,12928145,7.69,7.69,6.0,3.23,4.73,5.43,3.74,7.13,6.66,8.0,Pharmacist
891,12435987,5.88,7.69,8.1,6.8,5.84,6.43,2.57,5.95,6.94,6.2,Biotechnologist
892,2178422,8.8,7.74,5.71,5.04,5.54,6.12,9.04,6.25,8.44,5.88,Interior Designer
893,15258626,6.05,8.03,6.26,8.35,5.8,4.13,2.59,4.08,7.09,7.44,Public Health Analyst
894,9829371,8.26,7.77,4.72,7.27,5.67,9.45,7.97,7.07,8.49,6.37,Biologist
895,10997834,7.38,7.6,9.34,4.56,4.0,8.74,6.37,6.63,3.79,6.58,Industrial Engineer
896,11588634,6.56,7.67,2.89,8.87,5.52,9.27,3.62,6.82,3.04,9.28,Marketing Coordinator
897,482802,2.67,5.21,3.22,7.01,5.56,9.45,5.49,6.62,3.74,7.39,Biotechnologist
898,14840169,6.38,6.91,3.59,7.35,4.99,8.85,2.34,9.34,3.6,8.46,Data Analyst
899,7259377,6.08,6.52,4.08,5.66,4.98,6.38,3.23,4.12,3.01,9.26,Tax Accountant
900,13561269,8.25,7.22,9.34,5.96,6.13,9.28,2.54,3.43,3.01,6.79,Marketing Manager
901,9894393,8.96,8.68,6.07,5.7,5.52,5.41,8.16,4.13,5.51,6.37,Dental Hygienist
902,5173517,5.73,6.94,8.71,5.57,4.91,8.82,2.52,7.47,3.01,4.86,Electronics Design Engineer
903,8097812,7.49,6.82,5.8,6.63,6.31,9.45,6.36,4.08,7.4,7.57,Environmental Scientist
904,12696145,7.75,8.12,8.5,6.87,3.57,5.01,3.86,7.56,7.79,8.01,Marketing Copywriter
905,6665050,7.28,4.95,6.23,4.44,4.87,5.51,6.54,6.94,9.31,7.12,Marketing Copywriter
906,416537,7.71,7.61,9.34,6.03,4.92,6.12,2.84,4.31,7.58,8.07,Marketing Analyst
907,5865886,4.88,7.32,8.03,7.63,5.29,5.23,4.61,7.06,6.63,5.33,Pediatrician
908,12598441,5.66,7.84,2.89,5.52,5.51,9.45,5.04,4.77,5.37,6.67,Journalist
909,15488380,5.46,7.36,5.4,8.4,6.29,6.09,2.34,7.07,3.01,6.1,Financial Planner
910,2980746,7.01,7.98,4.92,6.86,4.29,5.1,9.06,7.35,3.98,9.25,Civil Engineer
911,8714725,6.9,7.35,8.54,6.04,5.45,4.76,4.69,8.41,4.75,7.68,Game Developer
912,4827631,7.96,6.99,9.34,5.78,5.35,9.09,3.97,9.18,8.57,5.07,Biomedical Engineer
913,8322215,8.47,7.66,5.23,6.78,5.86,6.01,2.59,3.76,3.01,8.03,Event Planner
914,16259504,7.45,7.91,4.93,3.67,5.96,5.11,6.4,7.4,3.85,6.21,Urban Planner
915,2032555,6.79,7.13,5.16,4.97,4.52,9.45,3.49,4.03,3.01,6.23,Artist
916,8682601,8.85,7.06,5.51,6.46,2.89,9.3,3.12,3.54,8.3,6.19,Rehabilitation Counselor
917,1557458,6.13,8.25,4.98,3.26,5.17,8.77,3.25,7.38,5.41,4.1,Financial Advisor
918,8062842,6.31,7.0,6.3,6.88,4.18,9.45,2.78,7.06,3.01,7.67,Product Manager
919,7150432,6.45,6.96,6.34,6.63,5.37,4.9,3.62,7.67,5.29,6.04,Rehabilitation Counselor
920,10738545,7.15,6.88,5.62,8.63,4.57,6.75,8.17,3.61,9.2,6.07,Event Planner
921,15048875,6.33,7.78,5.62,5.54,6.15,6.35,4.53,7.0,4.67,8.25,Financial Planner
922,234325,7.39,8.6,5.52,3.23,4.71,4.33,9.02,4.59,6.51,5.44,Police Detective
923,10373029,8.66,7.56,3.67,7.45,4.17,9.45,2.89,4.89,8.1,9.17,Human Rights Lawyer
924,3799014,7.66,6.76,6.78,6.2,4.56,8.98,8.69,7.34,6.46,9.34,Physician
925,5472175,8.45,3.56,5.93,6.2,4.37,6.09,2.34,6.13,4.24,9.32,Forensic Psychologist
926,1325222,5.62,7.06,3.83,5.35,6.4,9.25,7.21,5.76,5.47,5.06,Diplomat
927,9853688,6.53,7.26,5.19,5.51,3.8,5.92,2.77,8.21,3.3,7.54,Fashion Designer
928,6979404,3.81,7.7,7.97,6.49,3.91,5.66,3.61,5.83,5.16,6.26,Social Worker
929,2223197,5.52,7.57,4.71,7.18,3.68,8.75,3.24,6.02,7.85,5.97,Administrative Officer
930,2094370,8.8,3.6,3.79,6.08,4.96,8.38,3.59,5.03,5.71,6.57,Dental Hygienist
931,1771860,6.44,7.16,8.03,5.35,3.44,7.28,4.53,6.68,4.89,6.55,Real Estate Agent
932,16585117,7.89,7.35,4.65,6.09,3.91,5.43,3.47,8.4,3.6,4.98,Airline Pilot
933,5699700,7.43,7.33,5.63,3.61,3.05,9.45,3.65,4.68,7.03,6.64,Forensic Psychologist
934,15932614,7.64,7.78,5.2,5.43,5.65,4.46,3.9,5.76,3.46,8.54,Biotechnologist
935,16159130,6.46,3.56,5.97,9.32,4.03,5.81,3.92,6.21,4.81,4.85,Investment Banker
936,2282232,6.3,7.6,4.47,5.62,3.09,9.45,8.96,3.31,3.01,6.62,Biomedical Engineer
937,15802459,8.0,8.23,5.29,6.13,4.31,5.97,9.21,4.8,8.5,7.99,Civil Engineer
938,6096730,6.63,7.0,7.23,8.11,3.99,5.79,3.44,5.11,6.71,6.34,Insurance Underwriter
939,7490263,6.53,7.13,5.15,8.39,3.57,7.01,4.69,6.83,6.84,9.32,Technical Writer
940,5752610,6.2,5.77,8.69,7.05,6.09,8.33,8.59,9.34,4.56,9.13,Civil Engineer
941,9009643,5.72,9.37,9.34,8.45,6.52,4.92,8.16,3.22,3.01,5.15,Marine Biologist
942,4051938,5.69,7.03,6.31,7.06,4.34,8.27,8.28,5.13,4.48,6.34,IT Project Manager
943,6461520,5.71,7.54,6.01,6.67,6.09,9.34,3.02,3.59,7.66,9.34,Lawyer
944,16054169,6.87,4.3,5.25,4.5,4.05,8.75,2.55,6.13,3.44,7.35,Urban Planner
945,8962101,5.93,8.6,3.36,4.85,3.38,9.45,4.31,6.91,3.01,7.77,Teacher
946,6878950,5.7,5.98,9.34,6.19,6.09,6.31,5.49,6.96,8.52,6.39,Software Quality Assurance Tester
947,653695,5.33,6.35,3.71,6.22,5.48,9.45,2.71,7.27,3.02,8.89,Interior Designer
948,3397422,8.96,3.56,4.77,5.53,4.09,4.99,3.24,4.68,8.19,4.83,Insurance Underwriter
949,13698600,8.75,7.7,5.43,6.77,4.82,9.45,4.0,7.09,3.01,4.54,Robotics Engineer
950,8774970,6.39,7.41,9.03,6.94,2.89,8.73,2.34,9.34,7.85,5.66,Marketing Copywriter
951,2581538,6.22,7.28,4.54,5.58,5.74,6.12,3.57,8.02,8.05,8.53,Construction Engineer
952,14182682,8.47,8.46,8.6,5.54,5.8,8.15,3.68,3.69,4.71,7.84,Airline Pilot
953,1211379,6.87,7.58,8.36,5.9,4.86,5.13,3.13,7.69,3.01,7.57,Film Director
954,14628119,7.02,8.2,4.1,5.72,5.89,5.13,4.42,7.27,7.38,8.22,Civil Engineer
955,12957565,8.05,8.36,5.32,5.84,5.83,8.93,4.27,8.32,3.59,4.82,Forestry Technician
956,14889603,5.64,7.21,4.96,6.08,6.35,9.45,6.88,9.34,9.34,7.2,Film Director
957,11506080,5.07,7.21,4.15,7.42,4.87,8.91,5.02,6.6,3.8,7.1,Forensic Psychologist
958,841902,7.34,9.0,5.94,6.86,5.93,6.33,7.46,6.94,3.01,6.62,Quality Control Inspector
959,3256463,8.75,7.06,5.94,4.86,4.62,9.4,3.55,4.24,6.4,4.97,Speech Pathologist
960,3800083,6.0,6.62,4.62,4.2,5.37,4.63,5.44,9.34,7.03,4.35,Tax Accountant
961,5365534,5.98,4.72,5.75,4.1,6.01,9.45,2.41,9.18,3.01,5.65,Physician
962,3025741,5.2,8.33,5.65,6.97,2.89,9.45,3.89,6.79,3.01,9.34,Financial Auditor
963,14718482,5.9,7.87,9.34,6.15,6.12,8.87,2.36,4.1,3.01,6.02,Financial Planner
964,13572076,8.42,7.84,9.34,6.48,4.73,9.38,2.34,4.34,3.87,5.32,Environmental Scientist
965,2014768,8.43,3.56,5.14,5.6,5.38,5.31,2.56,4.87,4.35,7.46,Software Developer
966,10340676,6.45,7.6,6.05,5.53,4.2,5.63,2.34,9.34,5.57,6.68,Forensic Scientist
967,1399111,8.57,6.7,5.21,4.92,5.85,5.97,3.59,9.06,3.05,7.45,Pediatric Nurse
968,15262849,7.06,8.29,9.14,5.97,6.71,8.49,2.88,4.87,3.01,3.89,Dental Hygienist
969,15890723,8.63,6.57,5.32,8.02,6.21,5.54,4.93,6.89,3.31,7.16,Civil Engineer
970,3540922,7.15,7.31,6.59,6.9,3.57,8.66,3.73,6.81,4.13,8.81,Speech Therapist
971,2774303,7.36,8.92,5.53,8.32,4.86,5.4,2.34,6.63,3.01,8.08,Marketing Manager
972,9412013,6.76,8.18,5.35,4.88,5.94,9.45,2.34,3.82,6.27,6.32,Astronomer
973,10618688,7.16,7.95,8.39,4.18,3.94,8.74,2.54,6.8,7.2,8.2,Investment Banker
974,4665817,6.02,6.96,6.63,6.94,5.85,7.62,2.42,4.22,7.96,4.8,Lawyer
975,1189249,6.5,6.94,5.85,6.85,2.89,9.45,2.62,7.25,5.58,6.42,Wildlife Biologist
976,12161496,6.48,7.91,6.1,9.32,5.24,6.2,3.42,9.34,4.36,5.83,Administrative Officer
977,2244150,8.91,7.97,7.0,8.79,4.07,5.94,4.45,4.2,6.99,4.33,Marketing Coordinator
978,3956076,6.77,7.65,5.86,4.64,5.08,4.71,2.34,4.2,4.75,5.14,Data Analyst
979,3558063,5.27,6.7,6.48,4.03,5.76,5.7,5.8,8.54,3.17,8.29,Physical Therapist
980,10101843,7.88,6.86,5.73,5.99,5.77,4.69,5.54,6.95,6.89,5.35,Radiologic Technologist
981,14386077,8.53,9.34,9.34,7.23,2.89,4.77,7.12,3.14,6.46,6.53,HR Recruiter
982,6912722,7.35,8.34,4.62,5.82,6.29,5.88,2.34,6.24,3.42,9.34,Technical Writer
983,13361262,8.52,7.76,5.06,7.12,5.25,8.3,7.27,6.74,3.61,8.79,Fashion Designer
984,12510983,2.67,7.43,5.77,6.21,5.4,4.98,3.66,6.91,7.62,5.26,Research Scientist
985,8281622,8.09,6.72,4.9,9.28,6.47,9.14,9.23,4.06,6.19,4.23,Zoologist
986,1273669,2.67,7.7,7.29,4.75,3.92,9.43,3.75,4.35,3.21,6.79,Robotics Engineer
987,6930856,7.77,6.88,6.46,9.25,4.56,3.88,3.65,7.06,5.98,6.5,Graphic Designer
988,11473171,6.0,7.67,4.36,7.97,5.94,5.96,2.46,4.97,5.05,7.79,IT Support Specialist
989,5595743,6.06,7.2,3.42,7.27,3.11,5.78,2.34,8.95,4.64,7.81,Forestry Technician
990,12398118,6.78,8.35,6.53,9.01,3.91,9.45,2.34,3.01,6.65,5.27,Chef
991,15694650,6.29,7.49,6.99,4.4,4.92,8.32,3.88,6.74,7.39,7.01,Customs and Border Protection Officer
992,12593691,6.78,3.56,6.47,5.87,5.93,4.65,4.21,7.59,3.01,5.66,Construction Engineer
993,5532972,6.25,7.91,6.4,3.23,4.82,7.31,2.34,6.92,4.64,6.1,Event Photographer
994,14767716,6.54,8.78,6.05,9.34,5.83,3.57,2.65,4.2,3.63,6.66,Graphic Designer
995,11288616,5.9,8.72,6.51,7.56,6.0,9.45,3.32,4.75,3.84,8.35,Software Developer
996,645894,7.92,6.84,5.52,7.46,5.99,8.29,2.34,7.44,8.58,8.95,Musician
997,7854532,5.19,7.99,5.73,8.68,3.81,4.63,4.3,9.34,7.4,6.97,Financial Auditor
998,1440824,7.2,7.34,5.56,5.5,3.29,6.12,3.21,9.34,3.01,4.3,Market Research Analyst
999,4642148,6.71,6.95,4.56,7.69,2.89,6.0,3.69,7.64,3.01,8.27,Speech Therapist
